country,holiday_date,day_of_week,holiday,not_national_holiday,notes
R��union,2014-05-29T00:00:00,Thu,Ascension Day (may move to the following Sunday),false,
R��union,2014-06-09T00:00:00,Mon,Whit Monday (may be canceled),false,
R��union,2014-07-14T00:00:00,Mon,F��te Nationale (National Day),false,
R��union,2014-08-15T00:00:00,Fri,Assumption Day,false,
R��union,2014-11-01T00:00:00,Sat,All Saints' Day,false,
R��union,2014-11-11T00:00:00,Tue,Armistice Day,false,
R��union,2014-12-20T00:00:00,Sat,Abolition Day,false,
R��union,2014-12-25T00:00:00,Thu,Christmas Day,false,
R��union,2015-01-01T00:00:00,Thu,New Year's Day,false,
R��union,2015-04-06T00:00:00,Mon,Easter Monday (may be canceled),false,
Romania,2014-05-01T00:00:00,Thu,Labour Day (Ziua muncii),false,
Romania,2014-05-02T00:00:00,Fri,Public Sector Holiday (workday moved to Sat. Apr. 26),true,Government
Romania,2014-06-08T00:00:00,Sun,Pentecost (Rusalii),false,
Romania,2014-06-09T00:00:00,Mon,Pentecost Monday (Doua zi de Rusalii),false,
Romania,2014-08-15T00:00:00,Fri,Dormition of the Virgin Mary (Adormirea Maicii Domnului),false,
Romania,2014-11-30T00:00:00,Sun,Feast of Saint Andrew (Sf��ntul Andrei),false,
Romania,2014-12-01T00:00:00,Mon,National Day (Ziua unirii),false,
Romania,2014-12-25T00:00:00,Thu,Christmas Day (Craciunul),false,
Romania,2014-12-26T00:00:00,Fri,Second Day of Christmas,false,
Romania,2015-01-01T00:00:00,Thu,New Year's Day (Anul nou),false,
Romania,2015-01-02T00:00:00,Fri,Second Day of the New Year,false,
Romania,2015-01-24T00:00:00,Sat,Union of the Romanian Principalities (Ziua Micii Uniri),false,
Romania,2015-04-12T00:00:00,Sun,Orthodox Easter (Pastele),false,
Romania,2015-04-13T00:00:00,Mon,Orthodox Easter Monday (Doua zi de Pasti),false,
Russia,2014-05-01T00:00:00,Thu,Labor Day,false,
Russia,2014-05-02T00:00:00,Fri,Public Holiday,false,
Russia,2014-05-09T00:00:00,Fri,Victory Day,false,
Russia,2014-06-12T00:00:00,Thu,Russia Day,false,
Russia,2014-06-13T00:00:00,Fri,Public Holiday,false,
Russia,2014-11-03T00:00:00,Mon,Public Holiday,false,
Russia,2014-11-04T00:00:00,Tue,Unity Day,false,
Russia,2015-01-01T00:00:00,Thu,New Year's Day,false,
Russia,2015-01-02T00:00:00,Fri,New Year's Holiday,false,
Russia,2015-01-05T00:00:00,Mon,New Year's Holiday,false,
Russia,2015-01-06T00:00:00,Tue,New Year's Holiday,false,
Russia,2015-01-07T00:00:00,Wed,Orthodox Christmas Day,false,
Russia,2015-01-08T00:00:00,Thu,New Year's Holiday,false,
Russia,2015-02-23T00:00:00,Mon,Motherland Defenders' Day,false,
Russia,2015-03-08T00:00:00,Sun,Women's Day,false,
Russia,2015-03-09T00:00:00,Mon,Women's Day Holiday,false,
Rwanda,2014-05-01T00:00:00,Thu,Labour Day,false,
Rwanda,2014-07-01T00:00:00,Tue,Independence Day,false,
Rwanda,2014-07-04T00:00:00,Fri,Liberation Day,false,
Rwanda,2014-07-28T00:00:00,Mon,Eid-El-Fitr (End of Ramadan),false,
Rwanda,2014-08-15T00:00:00,Fri,Assumption Day,false,
Rwanda,2014-12-25T00:00:00,Thu,Christmas Day,false,
Rwanda,2014-12-26T00:00:00,Fri,Boxing Day,false,
Rwanda,2015-01-01T00:00:00,Thu,New Year's Day,false,
Rwanda,2015-02-01T00:00:00,Sun,National Heroes' Day,false,
Rwanda,2015-04-03T00:00:00,Fri,Good Friday,false,
Rwanda,2015-04-07T00:00:00,Tue,Tutsi Genocide Memorial Day,false,
"Sahara, Western",2014-05-01T00:00:00,Thu,Labour Day,false,
"Sahara, Western",2014-07-28T00:00:00,Mon,Eid al Fitr (End of Ramadan),false,
"Sahara, Western",2014-07-29T00:00:00,Tue,Eid al Fitr Holiday,false,
"Sahara, Western",2014-07-30T00:00:00,Wed,Throne Day,false,
"Sahara, Western",2014-08-14T00:00:00,Thu,Oued Ed-Dahab Day,false,
"Sahara, Western",2014-08-20T00:00:00,Wed,Revolution Day (1953),false,
"Sahara, Western",2014-08-21T00:00:00,Thu,HM Mohammed VI's Birthday,false,
"Sahara, Western",2014-10-04T00:00:00,Sat,Eid al Adha (Feast of Sacrifice),false,
"Sahara, Western",2014-10-05T00:00:00,Sun,Eid al Adha Holiday,false,
"Sahara, Western",2014-10-25T00:00:00,Sat,Islamic New Year,false,
"Sahara, Western",2014-11-06T00:00:00,Thu,Green March Day,false,
"Sahara, Western",2014-11-18T00:00:00,Tue,Independence Day,false,
"Sahara, Western",2015-01-01T00:00:00,Thu,New Year's Day,false,
"Sahara, Western",2015-01-03T00:00:00,Sat,A��d el Maoulid Annabaoui (Prophet's Birthday),false,
"Sahara, Western",2015-01-04T00:00:00,Sun,A��d el Maoulid Annabaoui Holiday,false,
"Sahara, Western",2015-01-11T00:00:00,Sun,Independence Manifesto Day (1944),false,
Saint Barth��lemy,2014-05-01T00:00:00,Thu,Labour Day,false,
Saint Barth��lemy,2014-05-08T00:00:00,Thu,Victory Day,false,
Saint Barth��lemy,2014-05-29T00:00:00,Thu,Ascension Day,false,
Saint Barth��lemy,2014-06-09T00:00:00,Mon,Whit Monday,false,
Saint Barth��lemy,2014-07-14T00:00:00,Mon,F��te Nationale (National Day),false,
Saint Barth��lemy,2014-08-15T00:00:00,Fri,Assumption Day,false,
Saint Barth��lemy,2014-10-09T00:00:00,Thu,Abolition Day,false,
Saint Barth��lemy,2014-11-01T00:00:00,Sat,All Saints' Day,false,
Saint Barth��lemy,2014-11-11T00:00:00,Tue,Armistice Day,false,
Saint Barth��lemy,2014-12-25T00:00:00,Thu,Christmas Day,false,
Saint Barth��lemy,2015-01-01T00:00:00,Thu,New Year's Day,false,
Saint Barth��lemy,2015-02-16T00:00:00,Mon,Carnaval Monday,true,Other
Saint Barth��lemy,2015-02-17T00:00:00,Tue,Mardi Gras,true,Other
Saint Barth��lemy,2015-02-18T00:00:00,Wed,Ash Wednesday,true,Other
Saint Barth��lemy,2015-03-11T00:00:00,Wed,Mi-Car��me (Mid-Lent),true,Other
Saint Barth��lemy,2015-04-03T00:00:00,Fri,Good Friday,true,Bnk+Othr
Saint Barth��lemy,2015-04-06T00:00:00,Mon,Easter Monday,false,
Saint Helena,2014-05-02T00:00:00,Fri,Ratting Day (Tristan da Cunha),true,Regional
Saint Helena,2014-05-21T00:00:00,Wed,Saint Helena Day,false,
Saint Helena,2014-05-29T00:00:00,Thu,Ascension Day (Ascension Island/Tristan da Cunha),true,Regional
Saint Helena,2014-06-09T00:00:00,Mon,Whit Monday,false,
Saint Helena,2014-08-14T00:00:00,Thu,Anniversary Day (Tristan da Cunha),true,Regional
Saint Helena,2014-08-25T00:00:00,Mon,August Bank Holiday (except Tristan da Cunha),false,
Saint Helena,2014-12-25T00:00:00,Thu,Christmas Day,false,
Saint Helena,2014-12-26T00:00:00,Fri,Boxing Day,false,
Saint Helena,2015-01-01T00:00:00,Thu,New Year's Day,false,
Saint Helena,2015-04-03T00:00:00,Fri,Good Friday,false,
Saint Helena,2015-04-06T00:00:00,Mon,Easter Monday,false,
Saint Helena,2015-04-20T00:00:00,Mon,HM Queen's Birthday (except Tristan da Cunha),false,
Saint Kitts and Nevis,2014-05-05T00:00:00,Mon,Labour Day,false,
Saint Kitts and Nevis,2014-06-09T00:00:00,Mon,Whit Monday,false,
Saint Kitts and Nevis,2014-08-04T00:00:00,Mon,August Monday / Culturama,false,
Saint Kitts and Nevis,2014-08-05T00:00:00,Tue,August Tuesday / Culturama,false,
Saint Kitts and Nevis,2014-09-16T00:00:00,Tue,National Heroes' Day,false,
Saint Kitts and Nevis,2014-09-19T00:00:00,Fri,Independence Day,false,
Saint Kitts and Nevis,2014-12-25T00:00:00,Thu,Christmas Day,false,
Saint Kitts and Nevis,2014-12-26T00:00:00,Fri,Boxing Day/J'Ouvert,false,
Saint Kitts and Nevis,2015-01-01T00:00:00,Thu,New Year's Day (Carnival Day),false,
Saint Kitts and Nevis,2015-01-02T00:00:00,Fri,Carnival Day (Last Lap),false,
Saint Kitts and Nevis,2015-04-03T00:00:00,Fri,Good Friday,false,
Saint Kitts and Nevis,2015-04-06T00:00:00,Mon,Easter Monday,false,
Saint Lucia,2014-05-01T00:00:00,Thu,Labour Day,false,
Saint Lucia,2014-06-09T00:00:00,Mon,Whit Monday,false,
Saint Lucia,2014-06-19T00:00:00,Thu,Corpus Christi Day,false,
Saint Lucia,2014-08-01T00:00:00,Fri,Emancipation Day,false,
Saint Lucia,2014-10-06T00:00:00,Mon,Thanksgiving Day,false,
Saint Lucia,2014-12-13T00:00:00,Sat,National Day,false,
Saint Lucia,2014-12-25T00:00:00,Thu,Christmas Day,false,
Saint Lucia,2014-12-26T00:00:00,Fri,Boxing Day,false,
Saint Lucia,2015-01-01T00:00:00,Thu,New Year's Day,false,
Saint Lucia,2015-01-02T00:00:00,Fri,New Year's Holiday,false,
Saint Lucia,2015-02-22T00:00:00,Sun,Independence Day,false,
Saint Lucia,2015-02-23T00:00:00,Mon,Independence Day Holiday,false,
Saint Lucia,2015-04-03T00:00:00,Fri,Good Friday,false,
Saint Lucia,2015-04-06T00:00:00,Mon,Easter Monday,false,
Saint Martin,2014-05-01T00:00:00,Thu,Labour Day,false,
Saint Martin,2014-05-08T00:00:00,Thu,Victory Day,false,
Saint Martin,2014-05-27T00:00:00,Tue,Abolition Day,false,
Saint Martin,2014-05-29T00:00:00,Thu,Ascension Day,false,
Saint Martin,2014-06-09T00:00:00,Mon,Whit Monday,false,
Saint Martin,2014-07-14T00:00:00,Mon,F��te Nationale (National Day),false,
Saint Martin,2014-08-15T00:00:00,Fri,Assumption Day,false,
Saint Martin,2014-11-01T00:00:00,Sat,All Saints' Day,false,
Saint Martin,2014-11-11T00:00:00,Tue,Armistice Day,false,
Saint Martin,2014-12-25T00:00:00,Thu,Christmas Day,false,
Saint Martin,2015-01-01T00:00:00,Thu,New Year's Day,false,
Saint Martin,2015-02-16T00:00:00,Mon,Carnaval Monday,true,Other
Saint Martin,2015-02-17T00:00:00,Tue,Mardi Gras,true,Other
Saint Martin,2015-02-18T00:00:00,Wed,Ash Wednesday,true,Other
Saint Martin,2015-03-11T00:00:00,Wed,Mi-Car��me (Mid-Lent),true,Other
Saint Martin,2015-04-03T00:00:00,Fri,Good Friday,true,Bnk+Othr
Saint Martin,2015-04-06T00:00:00,Mon,Easter Monday,false,
Saint Pierre et Miquelon,2014-05-01T00:00:00,Thu,Labour Day,false,
Saint Pierre et Miquelon,2014-05-08T00:00:00,Thu,Victory Day,false,
Saint Pierre et Miquelon,2014-05-29T00:00:00,Thu,Ascension Day,false,
Saint Pierre et Miquelon,2014-06-09T00:00:00,Mon,Whit Monday,false,
Saint Pierre et Miquelon,2014-07-14T00:00:00,Mon,F��te Nationale (National Day),false,
Saint Pierre et Miquelon,2014-08-15T00:00:00,Fri,Assumption Day,false,
Saint Pierre et Miquelon,2014-11-01T00:00:00,Sat,All Saints' Day,false,
Saint Pierre et Miquelon,2014-11-11T00:00:00,Tue,Armistice Day,false,
Saint Pierre et Miquelon,2014-12-25T00:00:00,Thu,Christmas Day,false,
Saint Pierre et Miquelon,2015-01-01T00:00:00,Thu,New Year's Day,false,
Saint Pierre et Miquelon,2015-04-06T00:00:00,Mon,Easter Monday,false,
Saint Vincent and the Grenadines,2014-05-05T00:00:00,Mon,Labour Day,false,
Saint Vincent and the Grenadines,2014-06-09T00:00:00,Mon,Whit Monday,false,
Saint Vincent and the Grenadines,2014-07-07T00:00:00,Mon,Carnival Monday,false,
Saint Vincent and the Grenadines,2014-07-08T00:00:00,Tue,Carnival Tuesday,false,
Saint Vincent and the Grenadines,2014-08-01T00:00:00,Fri,Emancipation Day,false,
Saint Vincent and the Grenadines,2014-10-27T00:00:00,Mon,Independence Day,false,
Saint Vincent and the Grenadines,2014-12-25T00:00:00,Thu,Christmas Day,false,
Saint Vincent and the Grenadines,2014-12-26T00:00:00,Fri,Boxing Day,false,
Saint Vincent and the Grenadines,2015-01-01T00:00:00,Thu,New Year's Day,false,
Saint Vincent and the Grenadines,2015-03-14T00:00:00,Sat,National Heroes' Day,false,
Saint Vincent and the Grenadines,2015-04-03T00:00:00,Fri,Good Friday,false,
Saint Vincent and the Grenadines,2015-04-06T00:00:00,Mon,Easter Monday,false,
Samoa,2014-05-12T00:00:00,Mon,Mothers' Day Public Holiday,false,
Samoa,2014-06-01T00:00:00,Sun,Independence Day (National Day),false,
Samoa,2014-06-02T00:00:00,Mon,Independence Day Holiday,false,
Samoa,2014-08-11T00:00:00,Mon,Fathers' Day Public Holiday,false,
Samoa,2014-10-13T00:00:00,Mon,Day after White Sunday (Lotu-a-Tamaiti),false,
Samoa,2014-12-25T00:00:00,Thu,Christmas Day,false,
Samoa,2014-12-26T00:00:00,Fri,Boxing Day,false,
Samoa,2015-01-01T00:00:00,Thu,New Year's Day,false,
Samoa,2015-01-02T00:00:00,Fri,New Year's Holiday,false,
Samoa,2015-04-03T00:00:00,Fri,Good Friday,false,
Samoa,2015-04-04T00:00:00,Sat,Holy Saturday,false,
Samoa,2015-04-06T00:00:00,Mon,Easter Monday,false,
Samoa (American),2014-05-26T00:00:00,Mon,Memorial Day,false,
Samoa (American),2014-07-04T00:00:00,Fri,Independence Day,false,
Samoa (American),2014-07-16T00:00:00,Wed,Manu'a Cession Day,true,Government
Samoa (American),2014-09-01T00:00:00,Mon,Labor Day,false,
Samoa (American),2014-10-12T00:00:00,Sun,White Sunday,true,Christian
Samoa (American),2014-10-13T00:00:00,Mon,Columbus Day,false,
Samoa (American),2014-11-11T00:00:00,Tue,Veterans' Day,false,
Samoa (American),2014-11-27T00:00:00,Thu,Thanksgiving Day,false,
Samoa (American),2014-12-25T00:00:00,Thu,Christmas Day,false,
Samoa (American),2015-01-01T00:00:00,Thu,New Year's Day,false,
Samoa (American),2015-01-19T00:00:00,Mon,Martin Luther King Jr Day,false,
Samoa (American),2015-02-16T00:00:00,Mon,Presidents' Day,false,
Samoa (American),2015-04-03T00:00:00,Fri,Good Friday,false,
Samoa (American),2015-04-17T00:00:00,Fri,American Samoa Flag Day,false,
San Marino,2014-05-01T00:00:00,Thu,Labour Day,false,
San Marino,2014-06-19T00:00:00,Thu,Corpus Domini (Corpus Christi),false,
San Marino,2014-07-28T00:00:00,Mon,Anniversary of the Fall of Fascism,false,
San Marino,2014-08-15T00:00:00,Fri,Assumption of the Virgin Day,false,
San Marino,2014-09-03T00:00:00,Wed,San Marino National Day / Republic Day,false,
San Marino,2014-10-01T00:00:00,Wed,Investiture of the Captains Regent (Heads of State),false,
San Marino,2014-11-01T00:00:00,Sat,All Saints' Day,false,
San Marino,2014-11-02T00:00:00,Sun,All Souls' Day (Commemoration of the Dead),false,
San Marino,2014-12-08T00:00:00,Mon,Immaculate Conception Day,false,
San Marino,2014-12-24T00:00:00,Wed,Christmas Eve,false,
San Marino,2014-12-25T00:00:00,Thu,Christmas Day,false,
San Marino,2014-12-26T00:00:00,Fri,Saint Stephen's Day,false,
San Marino,2014-12-31T00:00:00,Wed,New Year's Eve,false,
San Marino,2015-01-01T00:00:00,Thu,New Year's Day,false,
San Marino,2015-01-06T00:00:00,Tue,Epiphany,false,
San Marino,2015-02-05T00:00:00,Thu,Liberation Day / Saint Agatha's Day,false,
San Marino,2015-03-25T00:00:00,Wed,Anniversary of the Arengo,false,
San Marino,2015-04-01T00:00:00,Wed,Investiture of the Captains Regent (Heads of State),false,
San Marino,2015-04-05T00:00:00,Sun,Easter,false,
San Marino,2015-04-06T00:00:00,Mon,Easter Monday,false,
Sao Tome and Principe,2014-05-01T00:00:00,Thu,Labour Day,false,
Sao Tome and Principe,2014-07-12T00:00:00,Sat,Independence Day (1975),false,
Sao Tome and Principe,2014-09-06T00:00:00,Sat,Armed Forces Day,false,
Sao Tome and Principe,2014-09-30T00:00:00,Tue,Agricultural Reform Day,false,
Sao Tome and Principe,2014-12-21T00:00:00,Sun,Sao Tom�� Day (Dia de S��o Tom�� e Pr��ncipe),false,
Sao Tome and Principe,2014-12-25T00:00:00,Thu,Christmas Day,false,
Sao Tome and Principe,2015-01-01T00:00:00,Thu,New Year's Day,false,
Sao Tome and Principe,2015-02-03T00:00:00,Tue,Martyrs' Day,false,
Sao Tome and Principe,2015-04-03T00:00:00,Fri,Good Friday,true,Othr+Chr
Saudi Arabia,2014-07-22T00:00:00,Tue,Eid al Fitr Holiday,true,Government
Saudi Arabia,2014-07-23T00:00:00,Wed,Eid al Fitr Holiday,true,Government
Saudi Arabia,2014-07-24T00:00:00,Thu,Eid al Fitr Holiday,true,Government
Saudi Arabia,2014-07-25T00:00:00,Fri,Eid al Fitr Holiday,true,Government
Saudi Arabia,2014-07-26T00:00:00,Sat,Eid al Fitr Holiday,true,Government
Saudi Arabia,2014-07-27T00:00:00,Sun,Eid al Fitr Holiday,false,
Saudi Arabia,2014-07-28T00:00:00,Mon,Eid al Fitr (End of Ramadan),false,
Saudi Arabia,2014-07-29T00:00:00,Tue,Eid al Fitr Holiday,false,
Saudi Arabia,2014-07-30T00:00:00,Wed,Eid al Fitr Holiday,false,
Saudi Arabia,2014-07-31T00:00:00,Thu,Eid al Fitr Holiday,true,Government
Saudi Arabia,2014-08-01T00:00:00,Fri,Eid al Fitr Holiday,true,Government
Saudi Arabia,2014-09-23T00:00:00,Tue,National Day (Al-Yaom Al-Watany),false,
Saudi Arabia,2014-09-29T00:00:00,Mon,Eid al Adha Holiday,true,Government
Saudi Arabia,2014-09-30T00:00:00,Tue,Eid al Adha Holiday,true,Government
Saudi Arabia,2014-10-01T00:00:00,Wed,Eid al Adha Holiday,true,Government
Saudi Arabia,2014-10-02T00:00:00,Thu,Eid al Adha Holiday,true,Government
Saudi Arabia,2014-10-03T00:00:00,Fri,Eid al Adha Holiday (Arafat Day),false,
Saudi Arabia,2014-10-04T00:00:00,Sat,Eid al Adha (Feast of Sacrifice),false,
Saudi Arabia,2014-10-05T00:00:00,Sun,Eid al Adha Holiday,false,
Saudi Arabia,2014-10-06T00:00:00,Mon,Eid al Adha Holiday,false,
Saudi Arabia,2014-10-07T00:00:00,Tue,Eid al Adha Holiday,true,Government
Saudi Arabia,2014-10-08T00:00:00,Wed,Eid al Adha Holiday,true,Government
Scotland,2014-05-05T00:00:00,Mon,May Day Bank Holiday,false,
Scotland,2014-05-26T00:00:00,Mon,Spring Bank Holiday,false,
Scotland,2014-08-04T00:00:00,Mon,Summer Bank Holiday (except banks),false,
Scotland,2014-08-25T00:00:00,Mon,Summer Bank Holiday (banks only),true,Banks
Scotland,2014-12-25T00:00:00,Thu,Christmas Day,false,
Scotland,2014-12-26T00:00:00,Fri,Boxing Day,false,
Scotland,2015-01-01T00:00:00,Thu,New Year's Day,false,
Scotland,2015-01-02T00:00:00,Fri,New Year Holiday,false,
Scotland,2015-04-03T00:00:00,Fri,Good Friday,false,
S��n��gal,2014-05-01T00:00:00,Thu,Labour Day,false,
S��n��gal,2014-05-29T00:00:00,Thu,Ascension Day,false,
S��n��gal,2014-06-09T00:00:00,Mon,Whit Monday,false,
S��n��gal,2014-07-28T00:00:00,Mon,Korit�� (End of Ramadan),false,
S��n��gal,2014-08-15T00:00:00,Fri,Assumption Day,false,
S��n��gal,2014-10-04T00:00:00,Sat,Tabaski (Feast of Sacrifice),false,
S��n��gal,2014-11-01T00:00:00,Sat,All Saints' Day,false,
S��n��gal,2014-11-03T00:00:00,Mon,Tamkharit (Ashura),false,
S��n��gal,2014-12-10T00:00:00,Wed,Magal de Touba,false,
S��n��gal,2014-12-25T00:00:00,Thu,Christmas Day,false,
S��n��gal,2015-01-01T00:00:00,Thu,New Year's Day,false,
S��n��gal,2015-01-03T00:00:00,Sat,The Prophet's Birthday (Maouloud),false,
S��n��gal,2015-04-04T00:00:00,Sat,Independence Day,false,
S��n��gal,2015-04-06T00:00:00,Mon,Easter Monday,false,
Serbia,2014-05-01T00:00:00,Thu,May Day (Praznik rada),false,
Serbia,2014-05-02T00:00:00,Fri,May Day Holiday,false,
Serbia,2014-11-11T00:00:00,Tue,Armistice Day,false,
Serbia,2015-01-01T00:00:00,Thu,New Year's Day,false,
Serbia,2015-01-02T00:00:00,Fri,New Year Holiday,false,
Serbia,2015-01-07T00:00:00,Wed,Orthodox Christmas Day (Bozic),false,
Serbia,2015-02-15T00:00:00,Sun,National Day (Sretenje),false,
Serbia,2015-02-16T00:00:00,Mon,National Day Holiday,false,
Serbia,2015-02-17T00:00:00,Tue,National Day Holiday,false,
Serbia,2015-04-10T00:00:00,Fri,Great Friday (Orthodox Good Friday),false,
Serbia,2015-04-13T00:00:00,Mon,Orthodox Easter Monday,false,
Seychelles,2014-05-01T00:00:00,Thu,Labour Day,false,
Seychelles,2014-06-05T00:00:00,Thu,Liberation Day,false,
Seychelles,2014-06-18T00:00:00,Wed,National Day,false,
Seychelles,2014-06-19T00:00:00,Thu,Corpus Christi Day,false,
Seychelles,2014-06-29T00:00:00,Sun,Independence Day,false,
Seychelles,2014-06-30T00:00:00,Mon,Independence Day Holiday,false,
Seychelles,2014-08-15T00:00:00,Fri,Assumption Day,false,
Seychelles,2014-11-01T00:00:00,Sat,All Saints' Day,false,
Seychelles,2014-12-08T00:00:00,Mon,Immaculate Conception Day,false,
Seychelles,2014-12-25T00:00:00,Thu,Christmas Day,false,
Seychelles,2015-01-01T00:00:00,Thu,New Year's Day,false,
Seychelles,2015-01-02T00:00:00,Fri,New Year Holiday,false,
Seychelles,2015-04-03T00:00:00,Fri,Good Friday,false,
Seychelles,2015-04-04T00:00:00,Sat,Easter Saturday,false,
Sierra Leone,2014-07-28T00:00:00,Mon,Eid-Ul-Fitr (End of Ramadan),false,
Sierra Leone,2014-10-04T00:00:00,Sat,Eid-Ul-Adah (Feast of Sacrifice),false,
Sierra Leone,2014-12-25T00:00:00,Thu,Christmas Day,false,
Sierra Leone,2014-12-26T00:00:00,Fri,Boxing Day,false,
Sierra Leone,2015-01-01T00:00:00,Thu,New Year's Day,false,
Sierra Leone,2015-01-03T00:00:00,Sat,The Prophet's Birthday (Milad An-Nabi),false,
Sierra Leone,2015-03-08T00:00:00,Sun,International Women's Day,false,
Sierra Leone,2015-03-09T00:00:00,Mon,International Women's Day Holiday,false,
Sierra Leone,2015-04-03T00:00:00,Fri,Good Friday,false,
Sierra Leone,2015-04-06T00:00:00,Mon,Easter Monday,false,
Sierra Leone,2015-04-27T00:00:00,Mon,Independence Day,false,
Singapore,2014-05-01T00:00:00,Thu,Labour Day,false,
Singapore,2014-05-13T00:00:00,Tue,Vesak Day (Buddha Day),false,
Singapore,2014-07-28T00:00:00,Mon,Hari Raya Puasa (End of Ramadan),false,
Singapore,2014-08-09T00:00:00,Sat,National Day,false,
Singapore,2014-10-05T00:00:00,Sun,Hari Raya Haji (Feast of Sacrifice),false,
Singapore,2014-10-06T00:00:00,Mon,Feast of Sacrifice Holiday,false,
Singapore,2014-10-22T00:00:00,Wed,Deepavali,false,
Singapore,2014-12-25T00:00:00,Thu,Christmas Day,false,
Singapore,2015-01-01T00:00:00,Thu,New Year's Day,false,
Singapore,2015-02-19T00:00:00,Thu,Chinese New Year,false,
Singapore,2015-02-20T00:00:00,Fri,Chinese New Year Holiday,false,
Singapore,2015-04-03T00:00:00,Fri,Good Friday,false,
Sint Maarten,2014-05-01T00:00:00,Thu,Labour Day,false,
Sint Maarten,2014-05-29T00:00:00,Thu,Ascension Day,false,
Sint Maarten,2014-06-08T00:00:00,Sun,Whit Sunday,false,
Sint Maarten,2014-07-01T00:00:00,Tue,Emancipation Day,false,
Sint Maarten,2014-11-11T00:00:00,Tue,St. Maarten Day,false,
Sint Maarten,2014-12-15T00:00:00,Mon,Kingdom Day,false,
Sint Maarten,2014-12-25T00:00:00,Thu,Christmas Day,false,
Sint Maarten,2014-12-26T00:00:00,Fri,Second Day of Christmas,false,
Sint Maarten,2015-01-01T00:00:00,Thu,New Year's Day,false,
Sint Maarten,2015-04-03T00:00:00,Fri,Good Friday,false,
Sint Maarten,2015-04-05T00:00:00,Sun,Easter Sunday,false,
Sint Maarten,2015-04-06T00:00:00,Mon,Easter Monday,false,
Sint Maarten,2015-04-27T00:00:00,Mon,King's Day,false,
Sint Maarten,2015-04-30T00:00:00,Thu,Carnival Day,false,
Slovakia,2014-05-01T00:00:00,Thu,May Day,false,
Slovakia,2014-05-08T00:00:00,Thu,Liberation of the Republic,false,
Slovakia,2014-07-05T00:00:00,Sat,Saints Cyril and Methodius' Day,false,
Slovakia,2014-08-29T00:00:00,Fri,Slovak National Uprising Anniversary,false,
Slovakia,2014-09-01T00:00:00,Mon,Constitution Memorial Day,false,
Slovakia,2014-09-15T00:00:00,Mon,Virgin Mary of the Seven Sorrows Day,false,
Slovakia,2014-11-01T00:00:00,Sat,All Saints' Day,false,
Slovakia,2014-11-17T00:00:00,Mon,Freedom and Democracy Day,false,
Slovakia,2014-12-24T00:00:00,Wed,Christmas Eve,false,
Slovakia,2014-12-25T00:00:00,Thu,Christmas Day,false,
Slovakia,2014-12-26T00:00:00,Fri,Second Day of Christmas,false,
Slovakia,2015-01-01T00:00:00,Thu,Republic Day / New Year's Day,false,
Slovakia,2015-01-06T00:00:00,Tue,Catholic Epiphany,false,
Slovakia,2015-04-03T00:00:00,Fri,Good Friday,false,
Slovakia,2015-04-06T00:00:00,Mon,Easter Monday,false,
Slovenia,2014-05-01T00:00:00,Thu,May Day,false,
Slovenia,2014-05-02T00:00:00,Fri,May Day Holiday,false,
Slovenia,2014-06-25T00:00:00,Wed,Day of Slovenian Sovereignty (National Day),false,
Slovenia,2014-08-15T00:00:00,Fri,Assumption Day,false,
Slovenia,2014-10-31T00:00:00,Fri,Reformation Day,false,
Slovenia,2014-11-01T00:00:00,Sat,Remembrance Day,false,
Slovenia,2014-12-25T00:00:00,Thu,Christmas Day,false,
Slovenia,2014-12-26T00:00:00,Fri,Independence Day,false,
Slovenia,2015-01-01T00:00:00,Thu,New Year's Day,false,
Slovenia,2015-02-08T00:00:00,Sun,Preseren's Day (Day of Slovenian Culture),false,
Slovenia,2015-04-06T00:00:00,Mon,Easter Monday,false,
Slovenia,2015-04-27T00:00:00,Mon,Resistance Day,false,
Solomon Islands,2014-06-09T00:00:00,Mon,Whit Monday,false,
Solomon Islands,2014-06-13T00:00:00,Fri,Queen's Birthday,false,
Solomon Islands,2014-07-07T00:00:00,Mon,Independence Day (National Day),false,
Solomon Islands,2014-12-25T00:00:00,Thu,Christmas Day,false,
Solomon Islands,2014-12-26T00:00:00,Fri,National Day of Thanksgiving,false,
Solomon Islands,2015-01-01T00:00:00,Thu,New Year's Day,false,
Solomon Islands,2015-04-03T00:00:00,Fri,Good Friday,false,
Solomon Islands,2015-04-04T00:00:00,Sat,Holy Saturday,false,
Solomon Islands,2015-04-06T00:00:00,Mon,Easter Monday,false,
Somalia,2014-05-01T00:00:00,Thu,Labour Day,false,
Somalia,2014-05-18T00:00:00,Sun,Restoration of Somaliland Sovereignty Day (Somaliland),true,Regional
Somalia,2014-05-19T00:00:00,Mon,Somaliland Sovereignty Holiday (Somaliland),true,Regional
Somalia,2014-05-27T00:00:00,Tue,Miraaj Nabi / The Prophet's Ascension (Somaliland),true,Regional
Somalia,2014-06-26T00:00:00,Thu,Independence Day,false,
Somalia,2014-07-01T00:00:00,Tue,Republic Day (except Somaliland),false,
Somalia,2014-07-29T00:00:00,Tue,Eid al Fitr (End of Ramadan),false,
Somalia,2014-07-30T00:00:00,Wed,Eid al Fitr Holiday (Somaliland),true,Regional
Somalia,2014-10-05T00:00:00,Sun,Eid al Adha (Feast of Sacrifice),false,
