,aid,sign_in_count,activity,hr_diff,hr_list,etaOrient,blank,variety,igs,public,ighMean,ighOrient,membership
120,2022901,15,0.4,264,4.1878&&0.0045&&0.1564&&0.0003&&50.7270&&,0.6,33.3333333333,2,6,1,1333.66666667,0.333333333333,0
121,2073997,4,1.25,35,1.9847&&0.0193&&3.0017&&0.9724&&,1.0,0.0,1,5,0,1729.2,0.0,0
122,2030127,5,1.0,15,0.6823&&0.3747&&0.0189&&1.5808&&,1.0,0.0,3,5,2,4198.6,0.0,0
123,2153496,5,1.8,69,0.0405&&0.1087&&0.6806&&0.0398&&0.9937&&5.9854&&8.0077&&7.1752&&,0.625,55.5555555556,3,9,0,1305.88888889,0.0,0
124,2068401,14,0.357142857143,173,0.0197&&15.4354&&0.4836&&12.9954&&,0.5,60.0,1,5,0,1495.4,0.0,0
125,2172172,3,2.33333333333,16,0.0068&&0.0172&&0.0017&&0.3496&&3.6836&&0.0019&&,1.0,42.8571428571,2,7,0,1608.85714286,0.0,0
126,2045967,1,5.0,1,0.0202&&0.1388&&0.0038&&0.0385&&,1.0,0.0,4,5,0,1174.4,0.0,0
127,2073464,3,2.0,297,0.0022&&15.0719&&0.0184&&46.9431&&0.0419&&,0.6,16.6666666667,4,6,0,3387.16666667,0.0,0
128,2207263,9,0.555555555556,326,6.8962&&0.8962&&34.1088&&12.5481&&,0.25,60.0,2,5,0,1046.4,0.4,0
129,2188618,13,0.538461538462,119,10.1872&&0.0714&&3.6758&&6.0471&&9.9456&&0.0069&&,0.5,57.1428571429,2,7,0,1808.42857143,0.0,0
130,2206059,3,1.66666666667,11,0.0038&&1.9111&&0.0036&&0.0051&&,1.0,0.0,4,5,1,1802.8,0.0,0
131,2048933,2,2.5,0,0.0031&&0.0899&&0.0045&&0.0164&&,1.0,100.0,0,5,0,1150.0,0.4,0
132,2129644,3,1.66666666667,24,0.0065&&0.0413&&3.8404&&0.1610&&,1.0,20.0,2,5,0,1582.8,0.2,0
133,2017468,6,0.833333333333,5,0.0021&&0.0021&&0.9663&&0.0263&&,1.0,40.0,1,5,0,2280.0,0.0,0
134,2020734,5,1.0,78,0.0359&&3.4931&&0.0308&&9.5246&&,0.75,100.0,0,5,0,2183.6,0.0,0
135,2189681,4,1.25,19,0.0452&&0.9899&&0.0169&&2.2672&&,1.0,100.0,0,5,0,1530.0,0.0,0
136,2036734,2,2.5,0,0.0464&&0.0124&&0.0042&&0.0040&&,1.0,80.0,1,5,0,1495.8,0.2,0
137,2019972,3,1.66666666667,0,0.0122&&0.1218&&0.0127&&0.0148&&,1.0,20.0,3,5,0,1633.0,0.0,0
138,2024010,2,3.0,97,0.0008&&0.0025&&0.0021&&0.0014&&20.3699&&,0.8,0.0,2,6,0,1964.66666667,0.0,0
139,2023109,2,3.0,115,0.0473&&0.0467&&0.0193&&0.0113&&24.0343&&,0.8,83.3333333333,1,6,0,1295.0,0.0,0
140,2213721,11,0.454545454545,12,0.0009&&0.0400&&1.9727&&0.0119&&,1.0,80.0,1,5,0,1503.6,0.2,0
141,2186271,6,0.833333333333,274,1.9524&&0.0174&&15.9260&&27.8953&&,0.5,40.0,2,5,1,1385.4,0.0,0
142,2192448,4,2.25,1,0.2643&&0.0031&&0.0292&&0.0734&&0.0081&&0.0284&&0.0500&&0.0394&&,1.0,88.8888888889,1,9,0,1430.44444444,0.0,0
143,2101385,4,1.25,366,60.9114&&0.0028&&0.0016&&0.1240&&,0.75,40.0,3,5,0,1821.4,0.0,0
144,2157275,2,3.0,66,0.0065&&0.0065&&0.0338&&13.8311&&0.0064&&,0.8,50.0,3,6,0,1249.66666667,0.0,0
145,2165334,7,0.857142857143,96,1.0021&&0.0248&&0.9859&&17.9887&&0.0171&&,0.8,16.6666666667,1,6,5,1163.33333333,0.0,0
146,2065288,7,1.57142857143,100,0.0002&&0.0025&&0.0028&&0.0031&&41.9245&&0.0001&&0.0047&&0.0020&&0.0035&&0.0028&&,0.9,0.0,2,11,2,1136.54545455,0.181818181818,0
147,2088801,9,0.555555555556,269,13.8411&&5.9594&&11.0488&&14.1265&&,0.0,100.0,0,5,0,1187.0,0.2,0
148,2111044,7,0.714285714286,36,0.0102&&0.0044&&1.8775&&4.1151&&,0.75,80.0,1,5,0,1679.8,0.0,0
149,2161399,6,0.833333333333,8,1.0329&&0.0008&&0.0012&&0.4477&&,1.0,100.0,0,5,0,1351.2,0.0,0
150,2034493,12,0.833333333333,207,5.0303&&40.6865&&1.3085&&0.0672&&0.9256&&29.6754&&0.0037&&0.2703&&0.0047&&,0.666666666667,0.0,5,10,0,1046.7,0.2,0
151,2018901,10,0.5,377,0.0062&&0.0188&&62.9653&&0.0041&&,0.75,20.0,2,5,0,1746.0,0.0,0
152,2160984,3,1.66666666667,25,0.0026&&3.0826&&1.1937&&0.0115&&,1.0,40.0,2,5,1,1887.2,0.0,0
153,2178873,7,0.714285714286,371,0.3698&&4.5482&&0.3784&&56.6332&&,0.5,0.0,1,5,0,1041.4,0.4,0
154,2073741,13,0.461538461538,273,14.0005&&0.0300&&6.8948&&35.9522&&0.0305&&,0.4,66.6666666667,1,6,0,1564.16666667,0.0,0
155,2072452,5,1.4,23,0.0095&&0.0190&&1.0632&&4.1211&&0.7029&&0.0214&&,0.833333333333,28.5714285714,3,7,0,1285.85714286,0.142857142857,0
156,2091647,9,0.555555555556,23,0.0056&&2.9788&&0.0273&&0.9714&&,1.0,60.0,2,5,1,1778.0,0.0,0
157,2010427,10,0.6,114,0.0107&&2.9613&&0.0576&&20.7741&&0.0066&&,0.8,50.0,2,6,0,989.666666667,0.333333333333,0
158,2135391,7,0.857142857143,23,0.0134&&4.0095&&0.8504&&0.0008&&0.0006&&,0.8,16.6666666667,1,6,0,1966.66666667,0.0,0
159,2148103,4,1.75,4,1.0630&&0.0050&&0.0066&&0.0165&&0.0009&&0.0335&&,1.0,71.4285714286,2,7,0,1228.14285714,0.285714285714,0
160,2145767,1,5.0,1,0.0080&&0.1139&&0.0030&&0.1895&&,1.0,0.0,4,5,0,1562.2,0.4,0
161,2143224,9,0.666666666667,138,0.8426&&0.0533&&0.1085&&4.8092&&22.9743&&,0.6,0.0,4,6,0,1698.83333333,0.0,0
162,2053908,8,2.0,21,0.0322&&0.0020&&0.0392&&0.0157&&0.1735&&0.1179&&6.9130&&0.0015&&0.0153&&6.1514&&0.0044&&0.0371&&0.0207&&0.0106&&0.0234&&,0.866666666667,12.5,2,16,0,1142.6875,0.375,0
163,2145103,9,0.888888888889,106,0.0045&&0.0070&&31.0360&&0.0264&&0.0011&&0.0316&&0.0477&&,0.857142857143,12.5,2,8,0,1539.375,0.125,0
164,2176651,2,4.0,71,19.8923&&0.0016&&0.0103&&0.0110&&0.8788&&0.0011&&0.0119&&,0.857142857143,50.0,3,8,0,1907.375,0.0,0
165,2167360,5,1.2,311,0.9923&&58.0080&&5.8343&&0.0116&&0.0003&&,0.6,100.0,0,6,0,1283.33333333,0.0,0
166,2077422,5,1.0,121,0.2896&&2.5964&&6.2105&&11.2286&&,0.5,100.0,0,5,0,771.4,0.8,0
167,2182974,5,2.0,66,0.0027&&0.0111&&3.9326&&0.0188&&0.0386&&0.1164&&1.7586&&8.0958&&10.9525&&,0.777777777778,70.0,3,10,0,1027.2,0.5,0
168,2054996,13,0.384615384615,7,0.0102&&0.0151&&1.1469&&0.0072&&,1.0,100.0,0,5,0,1010.0,0.2,0
169,2062407,8,0.75,96,0.0116&&0.0376&&16.9009&&3.2005&&0.0228&&,0.8,0.0,3,6,0,1643.66666667,0.666666666667,0
170,2004060,10,1.3,69,0.9728&&0.0122&&1.0010&&0.1489&&16.0091&&0.0007&&2.2248&&0.0098&&0.0075&&10.6789&&3.8252&&0.0558&&,0.833333333333,100.0,0,13,0,1089.38461538,0.230769230769,0
171,2097356,2,2.5,394,0.0061&&65.7293&&0.0087&&0.0356&&,0.75,80.0,1,5,0,1685.8,0.0,0
