,aid,sign_in_count,activity,hr_diff,hr_list,etaOrient,blank,variety,igs,public,ighMean,ighOrient,membership
76,2425261,12,1.08333333333,285,38.9335&&0.0478&&1.0504&&0.0348&&0.0814&&4.2841&&0.0739&&1.5032&&0.0774&&0.0824&&35.9951&&60.7292&&,0.666666666667,30.7692307692,5,13,0,1157.69230769,0.615384615385,0
77,2257969,8,1.25,257,15.0228&&31.9611&&7.2438&&2.7349&&6.0244&&0.0121&&1.9360&&31.4785&&0.0672&&,0.444444444444,50.0,4,10,0,1366.0,0.3,0
78,2419994,8,0.875,164,16.0497&&0.7803&&0.0364&&0.4182&&23.7902&&0.0044&&,0.666666666667,28.5714285714,4,7,0,2265.14285714,0.285714285714,0
79,2221068,22,0.363636363636,569,0.9200&&5.0572&&1.0374&&7.8592&&29.1182&&118.9733&&3.0010&&,0.428571428571,25.0,5,8,1,1632.625,0.0,0
80,2329314,21,0.47619047619,277,2.9484&&7.1228&&0.9510&&3.0478&&0.0035&&0.1372&&3.9065&&48.8072&&37.0326&&,0.666666666667,50.0,5,10,0,1057.1,0.3,2
81,2242405,5,1.2,510,0.0159&&0.0528&&0.0036&&74.1948&&32.1139&&,0.6,16.6666666667,4,6,0,1559.66666667,0.0,0
82,2258270,9,1.33333333333,379,0.0085&&0.0157&&0.0155&&0.0418&&1.0227&&9.6212&&0.0618&&11.2281&&0.0128&&0.0211&&151.7887&&,0.727272727273,0.0,5,12,0,1150.08333333,0.416666666667,0
83,2217672,10,1.0,41,1.1160&&3.7325&&0.0015&&0.0028&&1.0234&&0.0017&&6.8153&&2.9835&&0.0053&&,0.888888888889,0.0,7,10,2,1924.0,0.0,2
84,2430592,42,0.285714285714,132,26.9797&&0.0611&&0.0026&&6.7441&&7.0884&&0.0591&&0.0499&&0.0415&&0.8113&&14.1817&&4.7743&&,0.545454545455,25.0,2,12,0,1196.41666667,0.0,0
85,2404049,13,0.461538461538,704,15.6549&&12.2456&&2.6843&&67.3962&&48.7371&&,0.2,100.0,0,6,0,2529.16666667,0.0,0
86,2302527,14,0.571428571429,527,7.9634&&2.0978&&13.8907&&12.0193&&0.0283&&8.9338&&109.0387&&,0.285714285714,75.0,2,8,0,2359.375,0.0,0
