,aid,sign_in_count,activity,hr_diff,hr_list,etaOrient,blank,variety,igs,public,ighMean,ighOrient,membership
53,2579822,20,0.25,643,1.8570&&9.0108&&95.1486&&1.2365&&,0.5,80.0,1,5,0,1256.6,0.4,0
54,2551363,12,0.416666666667,251,13.6002&&0.9699&&13.9833&&13.3718&&,0.25,60.0,1,5,0,1690.0,0.0,0
55,2483681,8,1.0,242,0.0141&&0.0211&&0.7697&&0.0447&&2.1127&&3.8892&&63.8992&&,0.857142857143,12.5,4,8,0,1714.875,0.125,0
56,2529685,13,0.538461538462,503,0.0142&&0.0014&&4.9796&&1.3073&&0.0654&&119.5545&&,0.666666666667,85.7142857143,1,7,0,1758.71428571,0.0,0
57,2441687,7,1.42857142857,125,36.8641&&0.0175&&0.0034&&0.0048&&0.1619&&0.0023&&2.8462&&0.1304&&7.0556&&,0.777777777778,100.0,0,10,0,1209.2,0.4,0
58,2438059,11,0.636363636364,72,0.0875&&15.9416&&0.0028&&1.9855&&0.0256&&0.0225&&,0.833333333333,0.0,4,7,1,1580.42857143,0.0,0
59,2439976,41,0.365853658537,137,0.1077&&1.2782&&0.0044&&0.0894&&0.0066&&2.0130&&0.9556&&19.1192&&31.8986&&3.6420&&14.2623&&0.0226&&6.1500&&0.5370&&,0.714285714286,13.3333333333,10,15,1,3156.73333333,0.0,2
60,2591655,16,0.3125,691,1.2644&&8.5483&&0.2860&&105.0913&&,0.5,0.0,1,5,0,1189.0,0.0,2
61,2491765,4,1.25,497,0.0049&&0.0307&&0.0121&&82.9082&&,0.75,0.0,3,5,0,1659.6,0.0,0
62,2513263,16,0.375,383,0.9921&&16.0958&&38.8786&&14.9773&&8.9536&&,0.2,83.3333333333,1,6,0,1414.0,0.5,0
63,2556390,14,0.642857142857,204,0.0999&&5.8092&&27.8982&&15.0370&&3.5757&&8.6802&&0.0009&&6.9240&&,0.375,33.3333333333,6,9,0,2209.55555556,0.0,0
64,2611478,24,0.333333333333,423,2.8210&&17.8306&&3.2101&&0.8714&&98.0994&&0.7218&&0.0008&&,0.714285714286,0.0,6,8,0,2832.125,0.0,0
65,2453709,3,1.66666666667,731,121.8104&&0.0125&&0.0092&&0.0386&&,0.75,0.0,2,5,1,2042.2,0.2,0
66,2465239,6,1.16666666667,437,0.9678&&0.0016&&86.9639&&0.0102&&21.5414&&0.0013&&,0.666666666667,71.4285714286,2,7,0,1473.71428571,0.142857142857,0
67,2571130,15,0.733333333333,215,0.1299&&20.0344&&60.7671&&1.8633&&0.0059&&0.0010&&5.2954&&0.9086&&0.7817&&0.0199&&,0.7,0.0,3,11,0,1144.81818182,0.0909090909091,0
68,2557028,22,0.454545454545,205,22.2419&&17.9233&&0.0029&&0.1140&&3.9435&&32.7679&&0.0009&&0.0004&&0.0029&&,0.666666666667,40.0,5,10,0,1561.9,0.3,2
69,2627136,7,0.714285714286,1,0.2543&&0.0014&&0.0577&&0.0014&&,1.0,0.0,3,5,0,1870.2,0.0,0
70,2574651,14,0.785714285714,299,0.0107&&0.2100&&0.9027&&0.0640&&40.2757&&69.7164&&0.7273&&12.3448&&0.6639&&0.0189&&,0.7,9.09090909091,8,11,0,1884.90909091,0.181818181818,0
71,2519086,27,0.555555555556,213,0.0174&&5.6591&&0.0057&&7.8587&&0.0087&&0.0744&&99.1479&&0.0012&&0.0057&&0.7936&&0.0892&&0.0266&&6.8095&&4.1989&&,0.642857142857,20.0,9,15,0,1505.26666667,0.0666666666667,2
